firm_id,sector,region,total_assets,debt_ratio,current_ratio,credit_score,default_flag
FIRM_00035,Retail,Singapore,1887.3693534358956,0.8765763448201188,1.9002750960895327,664.0265212207564,0
FIRM_00036,Energy,China,114.8453110590536,0.6461974676725438,2.056721233366769,522.9559864270525,1
FIRM_00037,Retail,China,1955.1032958725104,0.31338600255684956,1.2785951718402524,550.4565357805766,0
FIRM_00038,Tech,China,321.7000945793419,0.5462675897100082,2.0819397874218475,655.9702846266874,0
FIRM_00039,Pharma,Singapore,693.0599643528653,0.1970530028427177,2.054985683848412,645.9208574502929,0
FIRM_00040,Finance,Singapore,64.73601521990152,0.18895824250173343,2.7586785308290707,687.7465485528444,0
FIRM_00041,Tech,Australia,1930.745951445079,0.9169881864734514,1.0940090946135124,373.1021567411865,1
FIRM_00042,Finance,Japan,523.0954695177227,0.5120706603366183,2.244024564483587,434.22785468886366,1
FIRM_00043,Pharma,Japan,665.2677944246765,0.42541043855602323,1.6269034327353356,530.9233137973398,1
FIRM_00044,Pharma,Australia,1200.7001609868666,0.9541646439798346,0.8247891867211078,658.118661378176,0
FIRM_00045,Tech,China,152.81059050323876,0.4591006107464528,1.2904566832834437,670.8576133373062,0
FIRM_00046,Pharma,Japan,1166.8443704109886,0.4026179152482223,0.6431925861175726,307.70820942933597,1
FIRM_00047,Retail,Japan,2096.9654259251506,0.3456875540420581,1.2983320796308315,503.5228329353654,1
FIRM_00048,Pharma,China,1305.317183035734,0.6085565386723858,0.6725341181912077,647.4770937480722,0
FIRM_00049,Finance,India,739.6295582341796,0.6025695330481403,2.8136126397444956,489.3820458490961,1
FIRM_00050,Finance,India,1142.7045299580216,0.11457475839726544,0.7543648916993426,619.9799530507023,0
FIRM_00051,Finance,Australia,1016.8934570389074,0.6886560915615759,2.543353401158961,638.6808208527065,0
FIRM_00052,Finance,Singapore,2341.473568083123,0.8094763927238082,2.765316025923783,543.3034881588874,1
FIRM_00053,Retail,Japan,3846.851178264474,0.6543680881873506,1.6691763949870817,600.7706117051396,0
FIRM_00054,Energy,Japan,727.174570671178,0.8828993244556339,0.6348155400038795,580.1387356273799,0
FIRM_00055,Tech,Australia,1382.3328615737375,0.3487747249330083,1.9894642085644225,644.5204962343435,0
FIRM_00056,Finance,Australia,562.5146076748135,0.27278146249186824,1.0869209593911218,571.4171993957013,0
FIRM_00057,Pharma,Japan,1663.5477833637551,0.7275502844379763,0.9416460091799022,411.9350314703811,1
FIRM_00058,Finance,China,1737.36398374529,0.26970319198029463,1.9169097246267126,651.0519100534432,0
FIRM_00059,Pharma,China,928.1617782659557,0.1819943914377367,1.390955987094617,592.1786117539554,0
FIRM_00060,Pharma,Singapore,1842.7549396293475,0.18695356168569566,2.325946442116205,650.3442448386818,0
FIRM_00061,Finance,Japan,1100.1401374930908,0.7915541439031463,1.9781276383219135,510.8251133585595,1
FIRM_00062,Retail,Japan,1045.1703403411661,0.12586357150129396,2.5733531843034876,568.6868576574195,0
FIRM_00063,Pharma,Japan,454.6988295138759,0.36051103435528,0.6459646591750465,544.8079503175463,1
FIRM_00064,Pharma,Japan,1302.3984730803656,0.21626776894966915,1.0872976118129087,685.9952016043653,0
FIRM_00065,Finance,Australia,615.2843225287077,0.7794191321195547,1.9174742100645197,662.8289557123828,0
FIRM_00066,Pharma,India,2616.7327182168947,0.5531437770156856,2.701070581113663,746.298557909586,0
FIRM_00067,Pharma,Japan,471.9154016417174,0.2849431730479005,2.5335791820330438,584.2876243455697,0
FIRM_00068,Finance,India,1434.8846239868274,0.7753698087861405,2.198828347339071,470.62411320102353,1
FIRM_00069,Finance,China,845.0340047555753,0.7753298582243471,1.935180088436404,491.5150121358203,1
FIRM_00070,Tech,Singapore,1431.275917307958,0.5707203823617856,2.078648092506117,687.2894363668261,0
FIRM_00071,Retail,China,1034.5269393011065,0.34826480834968876,1.034019380289603,728.2734017307703,0
FIRM_00072,Retail,Japan,483.9578178326222,0.6276493893359995,1.9879829687980186,463.6472952227085,1
FIRM_00073,Pharma,China,3274.0573138241493,0.9401770906787726,1.7344039731962633,545.8588332420214,1
FIRM_00074,Retail,Australia,451.6154986448277,0.14647274886359693,1.4610862025914328,484.650341700715,1
FIRM_00075,Pharma,India,2085.1045756343387,0.3402548619596131,2.719326292722585,795.8268414098875,0
FIRM_00076,Tech,Japan,200.661646794777,0.35647227585341024,2.5735393118677017,634.6766071701334,0
FIRM_00077,Finance,Australia,821.4556812375916,0.6686304972263944,0.6918391493782956,508.3865563463918,1
FIRM_00078,Finance,India,5060.325678097704,0.6860479569957525,2.9643236039407785,502.9405710392661,1
FIRM_00079,Finance,Australia,832.5985012167046,0.2856838554493421,1.0749605074314919,741.315825175105,0
FIRM_00080,Retail,China,1207.6997800209424,0.2944905378962596,1.0383484683547572,660.4432161776539,0
FIRM_00081,Tech,Japan,5445.8589430499005,0.9353914160672525,2.85954061579181,599.4582349852017,0
FIRM_00082,Retail,China,950.6794619413382,0.7806689358965299,1.6120060699216712,553.1874245598615,0
FIRM_00083,Retail,Singapore,1420.843742869586,0.9408427286785476,2.513411758984261,555.7787922750272,0
FIRM_00084,Tech,Japan,2007.4868282909547,0.8466966893464285,1.2205056975598099,457.41446071857024,1
FIRM_00085,Tech,China,275.9741914393312,0.4619061822373287,2.6829277901394923,525.4208349159371,1
FIRM_00086,Tech,Japan,674.8484510491245,0.20971687316065135,2.5807619134286286,550.4853447642506,0
FIRM_00087,Tech,India,1248.7154566841352,0.6665953296310639,1.7986966790415522,582.5466298307799,0
FIRM_00088,Finance,Japan,222.32538790138636,0.4167919560318889,2.262639899631863,588.0836348789346,0
FIRM_00089,Energy,Japan,4314.792633310786,0.4828707915326367,2.9100704025210344,692.0498758040701,0
FIRM_00090,Energy,India,2336.512116914722,0.48329176684965247,1.630113599818657,523.2160061178038,1
FIRM_00091,Tech,China,2013.205607000524,0.9428676594977915,1.735512186675676,736.5712392261058,0
FIRM_00092,Energy,Japan,4105.14542890507,0.16197617727333427,2.30700938043454,584.2667370927343,0
FIRM_00093,Energy,Australia,2260.2845251297526,0.27379338532276454,1.4660664016410294,632.2650193683177,0
FIRM_00094,Tech,Japan,871.4073927001729,0.647148583913448,2.9030743117017925,701.1968911681791,0
FIRM_00095,Energy,China,214.38134402559191,0.895382259298204,0.6010894247160319,650.783832347799,0
FIRM_00096,Retail,India,554.9001004352889,0.9261483866829918,1.5084447394775906,671.5114911765435,0
FIRM_00097,Pharma,China,571.213283925767,0.6028236338634372,2.2846276676004056,537.8436367820643,1
FIRM_00098,Pharma,Singapore,2036.0935206479915,0.131105096950957,1.573451564553911,581.3395422666578,0
FIRM_00099,Tech,Japan,1189.0315425563033,0.4265929309055265,1.1481215232592208,670.8301784003277,0
FIRM_00100,Finance,Japan,229.1843812043272,0.9269499629554111,1.5336353938944698,673.1045796403255,0
FIRM_00101,Tech,India,2604.85448087801,0.5499496773757832,2.7037919940117496,615.5637232049932,0
FIRM_00102,Finance,Japan,4143.781232722685,0.7539519512651357,1.8675181313519196,670.0490664812389,0
FIRM_00103,Pharma,Australia,4796.006896754655,0.3422740784045452,1.337775482070833,516.4934725024626,1
FIRM_00104,Tech,Australia,354.274599977339,0.12250627330231505,2.1788074604405856,665.4487190212253,0
FIRM_00105,Retail,China,1512.577204126208,0.6205241676054017,2.029612652310136,691.1139698911793,0
FIRM_00106,Energy,India,400.86701423771376,0.8514829039927784,1.9011170384829954,599.3008735154648,0
FIRM_00107,Finance,Singapore,7624.977881714557,0.9912418272010536,1.4778931768629529,616.7204231043851,0
FIRM_00108,Energy,China,1130.683445624322,0.8619643970549854,0.6805007690528732,395.7809086378269,1
FIRM_00109,Energy,India,757.3409491927156,0.5985949260890128,2.0518287377814795,737.6579621430296,0
FIRM_00110,Tech,India,630.041094934628,0.6478548299204842,1.5494719085274937,633.968610157364,0
FIRM_00111,Energy,China,1531.5493192041292,0.8417476358840491,1.571910220635036,657.6907411596017,0
FIRM_00112,Retail,China,1836.4952903489993,0.11782962714485455,1.0852010865749138,632.8142027722776,0
FIRM_00113,Energy,Japan,211.01790687922673,0.9564799133750179,1.1235500010343538,645.5682532396746,0
FIRM_00114,Tech,Singapore,4433.1421167540475,0.5780991212634083,2.468653263096214,638.429923532174,0
FIRM_00115,Retail,Australia,1756.20948461563,0.9568470200409288,1.698411988590344,747.2087448444873,0
FIRM_00116,Pharma,Japan,4397.644845187985,0.7880663499227482,0.7732447730191162,847.4623460380233,0
FIRM_00117,Energy,India,6067.528609743142,0.23708591075323124,0.6146274122334162,708.5150860202327,0
FIRM_00118,Tech,Singapore,992.8560717442466,0.24873383317566464,1.0617886681971043,724.5930897944661,0
FIRM_00119,Pharma,Singapore,2583.5173365240616,0.418281378411442,1.718604464469013,554.9722268274298,0
FIRM_00120,Pharma,China,616.5975676441644,0.33758921974221756,2.04312523418755,577.98986919181,0
FIRM_00121,Finance,Singapore,686.9643899758019,0.4953688833677736,0.8591969268172629,636.4349493798549,0
FIRM_00122,Retail,Singapore,5283.682797275762,0.6435134837878509,1.5846476160250922,653.5671320548474,0
FIRM_00123,Energy,India,523.6880853383925,0.49292154953806755,0.6813804569313862,637.4181694243159,0
FIRM_00124,Tech,Japan,1334.7092422277558,0.1507785262364969,0.5943147200563919,503.5620541940031,1
FIRM_00125,Finance,Singapore,442.41276887353416,0.978068453635812,2.658369848261211,557.9876715213567,0
FIRM_00126,Retail,China,569.2926886391122,0.4826099207812147,2.1458355490925958,563.2141478911575,0
FIRM_00127,Finance,Japan,661.7442914469789,0.8659675038895484,2.452734463554062,646.2192064015495,0
FIRM_00128,Retail,China,4661.748297371012,0.16655886303503692,0.9546935660285406,567.9078459045522,0
FIRM_00129,Retail,Singapore,1833.1083088680346,0.8290583917450137,1.3053942080502254,579.6660054960017,0
FIRM_00130,Energy,Japan,2544.931015462322,0.2560641739401745,1.6094782580302822,573.5449150175959,0
FIRM_00131,Retail,Singapore,180.03966759877082,0.7114644486972659,2.1450858619339646,662.6464185623583,0
FIRM_00132,Finance,India,1135.2957137842077,0.6956260266295812,1.8371094194061421,720.154141140245,0
FIRM_00133,Retail,Japan,748.07657066684,0.9188260464401736,1.8786431197534645,520.1453224372415,1
FIRM_00134,Energy,China,1794.215331122619,0.3886090123156648,0.8923571219488275,676.1783127440434,0
FIRM_00135,Energy,India,12167.525878774213,0.1980637839240783,1.6869675399220703,509.45469443336043,1
FIRM_00136,Finance,Australia,100.42811470300394,0.8781092346338878,2.55949572016104,665.1216059459795,0
FIRM_00137,Pharma,China,1635.0834833751367,0.39841977667633044,1.7736521309622975,473.3699106439028,1
FIRM_00138,Pharma,Singapore,9944.6063631405,0.30928041015442237,0.9993545224972415,738.1572080317922,0
FIRM_00139,Retail,China,658.6630858283568,0.5375877507895263,1.533492974417538,572.6491059338626,0
FIRM_00140,Tech,Australia,1273.9009091814125,0.23152212101061087,2.387021587295815,621.5624256584497,0
FIRM_00141,Retail,China,2157.207690273177,0.3672670177647722,0.8374810488961721,611.4015686446344,0
FIRM_00142,Finance,India,126.99011652260818,0.44675257065818774,1.9511584626409813,735.8901355742428,0
FIRM_00143,Finance,China,1431.0794965204982,0.34952976414196246,2.913286795632712,534.0798439502157,1
FIRM_00144,Finance,Japan,495.68233586199784,0.5052335506687738,1.4507547744743388,594.5523301407528,0
FIRM_00145,Finance,Australia,8499.552470702956,0.44618560505571225,0.6091031079127645,615.6032109703784,0
FIRM_00146,Finance,China,891.2534057715568,0.7971319279995395,2.0827600100493395,697.4245840241338,0
FIRM_00147,Energy,Australia,538.9699205547464,0.9265678092322388,0.6177587883476292,523.9595265867571,1
FIRM_00148,Pharma,India,2557.106490379633,0.19083089507306727,0.9790141608947046,386.477912055474,1
FIRM_00149,Finance,Japan,1786.4982812777844,0.840972289099772,0.6209931903817191,485.22361669883475,1
FIRM_00150,Tech,Singapore,2686.3390705735846,0.938594086931742,0.926626532088483,672.4292970479914,0
FIRM_00151,Tech,China,7408.800581723186,0.7179518313718083,2.6373305434321006,607.585417132683,0
FIRM_00152,Tech,India,610.8141067211479,0.9967777085536196,2.337128294214587,593.0236392516091,0
FIRM_00153,Tech,Australia,6118.277206283352,0.40153869969840283,1.354631597022162,515.3931414430162,1
FIRM_00154,Energy,Australia,7168.473686442797,0.8472789474264688,2.742844553869107,606.9539837703508,0
FIRM_00155,Tech,India,508.5172034621252,0.7063322542092001,2.162955539336572,650.9124704358737,0
FIRM_00156,Finance,China,560.2349290199937,0.39108590847771185,1.6193664892177093,588.1649756699043,0
FIRM_00157,Retail,Singapore,1149.6611451160388,0.7342088351593107,0.6708322030847078,729.6749691673994,0
FIRM_00158,Tech,China,898.1370720578967,0.558659655151802,2.3268034212741906,684.4041412872905,0
FIRM_00159,Energy,Japan,6057.516540831379,0.2700765017174103,1.4388153138480981,586.8028048141884,0
FIRM_00160,Energy,China,462.23586734171454,0.25649171416851646,1.2570725106113891,669.0475235679246,0
FIRM_00161,Tech,Japan,1400.6039699264784,0.7420589620892633,1.2206825334610887,606.8890237116888,0
FIRM_00162,Retail,Australia,510.0524409701822,0.7407374160850602,0.5192730648610682,630.7216587853861,0
FIRM_00163,Tech,Japan,1222.2737649022474,0.5776963848652902,2.3566130070043654,576.8541773401655,0
FIRM_00164,Energy,Singapore,9336.605210854093,0.5512741005499724,0.8632758425431959,617.9026709720182,0
FIRM_00165,Pharma,India,6788.879946451147,0.2620346011199757,1.801612097160643,451.24651377127884,1
FIRM_00166,Finance,Japan,1601.225998031025,0.48635751070387445,0.5402035050105563,520.2324162331557,1
FIRM_00167,Energy,China,2058.575835357838,0.8842577689279909,2.069708219813271,718.1268994033964,0
FIRM_00168,Tech,Japan,1757.2233117801777,0.8692545754856358,1.4237308718618964,567.8451177995503,0
FIRM_00169,Finance,Australia,809.1584426464232,0.6948270116272889,2.0768686284130524,494.6367749969751,1
FIRM_00170,Tech,Japan,7454.314987564044,0.9976210101727598,0.7247373675402886,765.7535158432628,0
FIRM_00171,Tech,Singapore,4103.315668279168,0.9038605120206584,1.1658346149453176,570.280586635501,0
FIRM_00172,Pharma,Japan,1386.271105364753,0.2307073812112918,0.7757669824322806,653.5010247255315,0
FIRM_00173,Finance,Singapore,882.8488970435127,0.4592227627843326,2.1151769447991255,548.841325665076,1
FIRM_00174,Finance,China,942.0346943724791,0.21874373628334692,0.7713837396945264,692.3998894114309,0
FIRM_00175,Pharma,Australia,1538.8256258828098,0.5194806547862828,2.0427555288338963,600.4985249474316,0
FIRM_00176,Energy,India,1058.8645012283532,0.7987445422703487,0.8367261774570851,432.4589371222709,1
FIRM_00177,Tech,China,3427.234974584469,0.24020983893588355,2.8583865139582305,807.3903142361414,0
FIRM_00178,Retail,China,1770.5169964879328,0.892379829177913,1.5409516935119176,541.5851191071973,1
FIRM_00179,Tech,India,422.5277886085772,0.6121517963864557,0.8164751989402004,568.3703276732089,0
FIRM_00180,Tech,Japan,348.41176681341074,0.7740500093175207,0.6045261259921926,479.0094225132201,1
FIRM_00181,Energy,Japan,2953.657126648608,0.1406402308968403,1.323556384630839,420.29085386076144,1
FIRM_00182,Tech,Japan,345.04094821734407,0.1844543380157846,2.7284660607072486,709.6195205804606,0
FIRM_00183,Pharma,Australia,773.8591816286082,0.6587750677578943,0.8595379048517675,620.8018820475752,0
FIRM_00184,Pharma,China,706.5367610987981,0.8543727216359088,2.477080168844708,406.48303168658526,1
FIRM_00185,Finance,Singapore,317.8266095173925,0.8864785760726956,1.5434295713592123,562.2949442580586,0
FIRM_00186,Retail,India,1495.4884221457692,0.7195323927403734,2.507319626846837,637.8038000160277,0
FIRM_00187,Tech,China,968.9225271998985,0.2808448481326091,2.6857283721220293,660.3228123925447,0
FIRM_00188,Tech,Japan,579.5107618677263,0.27551954319462707,2.9945438940183715,511.49381879483195,1
FIRM_00189,Energy,India,8823.61534784852,0.8932264726214384,0.6704936915840314,548.7198701321264,1
FIRM_00190,Pharma,Singapore,96.45411017245453,0.20191184696554787,2.4907531518141823,532.3483514640996,1
FIRM_00191,Retail,China,462.49476512111477,0.7174637776976287,0.6742222093704981,562.4368928900544,0
FIRM_00192,Finance,China,616.0032099828869,0.580156155133071,1.28698177944749,622.5016715653859,0
FIRM_00193,Pharma,Australia,281.91982767592947,0.479278086523377,2.115580636602945,681.2476160684637,0
FIRM_00194,Finance,China,10487.168055181543,0.4963011095474701,1.6182210875296363,623.440304679506,0
FIRM_00195,Energy,China,10377.101811781718,0.9506866264616715,1.9131421881718145,626.5976452664543,0
FIRM_00196,Energy,Singapore,553.1009367225843,0.8752988799072965,2.915480302316359,580.7366105718845,0
FIRM_00197,Tech,Singapore,3900.0180375886484,0.8784854774935714,2.5466418955400414,482.8069068728773,1
FIRM_00198,Retail,India,1991.2973982484637,0.46595647732926004,1.4091738929519941,585.4462129443579,0
FIRM_00199,Finance,Japan,5745.170643956914,0.1962830878635766,1.9998615869957141,557.4924764230922,0
FIRM_00200,Pharma,Singapore,985.1513536560153,0.9980554898058766,0.6212075700927249,531.2592755307654,1
FIRM_00201,Energy,India,1688.521415467377,0.23080877852993337,1.6322455928525281,601.6941780615291,0
FIRM_00202,Tech,China,4458.40350414888,0.5640240972957921,2.020991338483337,443.72604951255295,1
FIRM_00203,Tech,India,3826.07569141317,0.33815726973855287,2.2867928233499097,553.5297338907789,0
FIRM_00204,Finance,India,1276.1905408073821,0.5596685754849176,2.7537932219503665,531.130524523877,1
FIRM_00205,Energy,India,427.2736045112054,0.37443987469238327,1.2076455838182056,516.0233613911896,1
FIRM_00206,Retail,India,511.13977572925734,0.9071979765588635,2.755426083680975,657.9495219299034,0
FIRM_00207,Energy,Singapore,172.5721782741551,0.9715074361379736,2.1537962901631964,612.4024537653919,0
FIRM_00208,Finance,Japan,2409.7244070621337,0.46905785437409475,0.6941143057010936,646.9014046440606,0
FIRM_00209,Finance,India,1355.8230234327316,0.16317067651980444,1.4508322098286524,642.805615245599,0
FIRM_00210,Energy,Australia,1464.4920828593831,0.6970024894109337,1.6914877968462512,501.39163933963096,1
FIRM_00211,Finance,China,1069.379457108205,0.4389630076436214,1.3812181644006372,709.3573011451695,0
FIRM_00212,Energy,China,349.5512777063606,0.9873717903607844,0.7898491753036427,552.3426099616324,0
FIRM_00213,Pharma,China,1499.0953774565587,0.1804373000964284,1.8789614069692693,712.933178462925,0
FIRM_00214,Energy,China,2008.7161360532123,0.20721379662564648,0.8293835739778395,561.7940990897066,0
FIRM_00215,Energy,China,460.2753883728741,0.7294808027678923,2.7875680160565133,472.69613618049027,1
FIRM_00216,Finance,India,1065.981849601301,0.7827846421183837,2.6631326520199017,495.04199959089067,1
FIRM_00217,Finance,Japan,573.4388592252508,0.5239867638615071,1.688039146730489,694.8690683247527,0
FIRM_00218,Tech,Australia,884.000936061141,0.34953814219612245,0.6693716152487033,654.4321403303525,0
FIRM_00219,Tech,Singapore,352.34144329828274,0.37882904421740704,1.8805135241980104,525.3180974628644,1
FIRM_00220,Pharma,Australia,838.6574751453747,0.40417566977914376,1.980591777394338,621.8374904485698,0
FIRM_00221,Tech,Singapore,5582.466119223291,0.3027537915772357,2.7210569987917674,697.1786048685849,0
FIRM_00222,Energy,Singapore,663.8700993716893,0.8655782933326145,0.6687937925757671,762.9304225399602,0
FIRM_00223,Finance,Australia,555.0633174188943,0.15856948679931776,2.230261932027746,615.2498011142716,0
FIRM_00224,Tech,India,591.0392811957463,0.4665500416704832,1.9070122287564995,632.2267932588875,0
FIRM_00225,Tech,China,906.6754686538115,0.7728428303568932,0.9369363341895092,583.7262943891672,0
FIRM_00226,Pharma,India,6583.496926796904,0.10344292700205399,0.8043336191943374,601.2852899541929,0
FIRM_00227,Pharma,China,4472.482989298612,0.8902292651028356,2.2348770763343184,657.4982205770926,0
FIRM_00228,Energy,Japan,950.1120988583164,0.7356638911414279,1.3495521957724326,491.53916013441324,1
FIRM_00229,Finance,Singapore,576.6183268744707,0.1660365611506612,2.999849240114296,665.0016446801178,0
FIRM_00230,Pharma,Australia,188.48525483805298,0.9054969300949943,2.7350078987900455,561.2482940781811,0
FIRM_00231,Tech,Japan,440.8403247733776,0.5385744933677362,1.9142936832645967,526.175742246127,1
FIRM_00232,Finance,China,152.23999893443045,0.6870154005012804,2.1043289643575704,526.5404034226445,1
FIRM_00233,Finance,India,2298.742059585467,0.8938300370669577,0.8972164065949582,790.2553018904961,0
FIRM_00234,Tech,Australia,4169.51990845465,0.8930461102205187,2.7350117515954575,729.7390407905474,0
FIRM_00235,Pharma,Singapore,753.5300129890961,0.4678697066567514,1.6473344358615403,513.657990785776,1
FIRM_00236,Tech,Japan,1609.847446632048,0.31392053652244073,1.8033849990657616,627.0545246540332,0
FIRM_00237,Finance,Singapore,369.0796181564706,0.33167938991155904,2.6828227153065813,622.9888709818682,0
FIRM_00238,Retail,China,157.6084860066504,0.789347427745355,0.5156258237110679,773.366237488872,0
FIRM_00239,Retail,Singapore,1159.4190115229856,0.9364873249037264,1.7358665016982453,556.0295285762743,0
FIRM_00240,Energy,India,1608.958154818949,0.16500760598228498,2.0669166323198738,377.74016467355597,1
FIRM_00241,Tech,Japan,6026.813878560556,0.11351775526661238,0.8982750113746331,587.8961913829562,0
FIRM_00242,Tech,Japan,8631.584917623766,0.8406415553254666,0.670751008817342,572.7819828438722,0
FIRM_00243,Energy,India,830.0051465022271,0.44794234292865254,1.8373353417541858,645.6565902356648,0
FIRM_00244,Energy,Singapore,2730.1580413441416,0.34880432046234494,1.8688226438233628,685.8746209544863,0
FIRM_00245,Energy,India,1502.8073934481838,0.2695364628542577,1.3256262649412718,714.4542552698853,0
FIRM_00246,Finance,Australia,1099.1267395495283,0.4118325488454201,2.7055781925819553,711.212403394827,0
FIRM_00247,Tech,India,1056.2947788740314,0.974321280350207,1.2527114662035133,664.9540493132014,0
FIRM_00248,Finance,Singapore,948.6600825593321,0.9793717970893272,1.7911986866394107,705.1134113355351,0
FIRM_00249,Energy,India,990.367041123169,0.398362173901034,0.9667875974637054,463.31933297519015,1
FIRM_00250,Tech,China,5748.037175358163,0.9673211064602036,0.5279007637033593,574.2705402890361,0
FIRM_00251,Finance,India,1359.1004875784604,0.3698771047656553,1.5650696342423172,600.6302381155836,0
FIRM_00252,Finance,India,6259.53776173899,0.8690329857403652,1.817370933162997,645.5134182167806,0
FIRM_00253,Energy,Singapore,446.6121603409631,0.29080378823928366,2.411699640812686,537.1282024768154,1
FIRM_00254,Tech,Australia,64.53886081945137,0.8438388295347918,1.6219300607447367,532.9294528218238,1
FIRM_00255,Energy,Australia,690.2856870778558,0.4183573578014651,1.1968304493891886,564.5492689320877,0
FIRM_00256,Tech,Singapore,475.3020985877515,0.27615116794865613,2.010591679519231,643.5641626263273,0
FIRM_00257,Retail,Singapore,246.2682613019503,0.9413019166812677,1.4529379278752064,300.0,1
FIRM_00258,Pharma,Singapore,4026.4895839960855,0.29276589918580287,1.083561809433404,598.1193438202541,0
FIRM_00259,Pharma,China,288.1866244040333,0.9926517031833176,2.7758699659771784,527.7617446451311,1
FIRM_00260,Pharma,Japan,1964.0930272942871,0.19771650314964084,1.8417269828634861,514.0576577748245,1
FIRM_00261,Energy,India,8218.921888688425,0.10901870505118656,1.0011931775037608,633.2132592405211,0
FIRM_00262,Retail,Singapore,347.2640999782769,0.8837141914693747,2.1772783356850236,614.3937716691039,0
FIRM_00263,Tech,Singapore,870.4955633709532,0.627943967477633,2.5076940348322294,620.4473643815842,0
FIRM_00264,Finance,Singapore,4241.652295697335,0.4794636718675285,2.3963343886935755,616.9442907002239,0
FIRM_00265,Tech,Australia,723.862000493715,0.17376753297888478,1.9988435276007528,740.0163636053951,0
FIRM_00266,Finance,Singapore,1529.0310132147824,0.6174032778835246,1.7990540858268085,717.8282139311052,0
FIRM_00267,Tech,India,2078.2762179352517,0.4543530267123096,2.443309207658892,460.6737022571946,1
FIRM_00268,Retail,Singapore,1304.5257143851684,0.5352597216898145,2.2703055102796688,551.1693454414448,0
FIRM_00269,Finance,India,700.4246016630816,0.6673526752619875,1.9286927955977078,563.0686009054477,0
FIRM_00270,Energy,China,502.26084138430735,0.6759402450675068,2.1443014118927346,448.0694045616146,1
